review_akhir,Sentiment
seller tidak responsive pesan pengajuan pembatalan selisih menit ditolak pengajuannya chat pengen ganti tipe barang alamat pengiriman diwaro payah,Negative
packingnya jelek handling produknya tidak bagus kasih kado orang kardusnya jelek biki malu,Negative
toko mengirim barangwarna barang tidak sesuai,Negative
kecewa berat kardus rusak kado,Negative
pesan abuabu pink yakali pakai pink mmg abu abu habis fitur chat konfirmasi pembeli bersedia ganti warna tidak kardus rusak barang dijual penjual tidak maaf kesalahan tidak solusi kekeliruan penjual prosesnya banget beli jumat pagi diproses senin alasannya sabtu minggu libur kayak pns barangnya nyaman banget sakit dipake panggul kesimpulannya recommended seller,Negative
kecewa pengiriman order jam sengaja pilih sameday biar sampainya butuh cepat gendongan dikirim tidak kirim tidak diaktifkan pilihan kurir samedaynya infokan sameday maksimal order jam dikirim,Negative
barang dng dus tidak layak bangetbuat kado malu kondisi mengenaskan,Negative
paket kardus penyok robek malu kado gini tidak perbaikan dr mooimom,Negative
nyesel pakai day rugi dikirimnya,Negative
pengiriman pulau penjual packing dg lapis kresek alhasil dusnya babakbelur penyok sobek kado barang olshop dipakein bubble wrap kotak double banget dikirim order sabtu dikirim senin shame,Negative
kado dusnya hancur,Negative
paraahh banget box hipseat tidak sesuai pesan box rusak banget kemasan rapih box sdh rusak sblm dikirim maksa dikirim cust bahan kasar lembut khawatir ori walopun promo tolong diberesin pengemasan salah box,Negative
berat barang deskripsi kg berat asli barang kurir diterima kg ongkos kirim mahal kenyataan mengajukan komplain lain-lain refund ongkos kirim merepotkan,Negative
packingnya jelek barang diterima kotaknya peot peot rencananya barang hadiah,Negative
kemasannya baikk kotakya rapih bekas kado,Negative
pesanan tidak sesuai biru diksh pink anak laki lakiseller tidak baca kayanyamengecewakan sekalibrg tidak bagus bagus standar,Negative
pesen bak mandi dikirim strap ngaco ditanyain bolak tidak solusi beli strapnha dikirim bak kali salah akuin salah,Negative
order pink dateng birumales balikin krna rugi ongkirterpaksa terima aday,Negative
warna tidak sesuai diinfokan,Negative
kusutt datengnya pink notr biruu baca kayaknya penjual,Negative
pelayanan tokonya sampah,Negative
selang bolong titik kirim cek,Negative
kecewa penjual tidak req beli gendongan kado req ucapannya beli difotokan kartunya dikirim teman janjinya difotokan tidak teman menerima barangnya bingung pengirimnya barang wa teman menceritakan tidak tulisan apapaun didalam paketnya bingung tolong kedepannya permintaan janji ditepati tidak tidak beli,Negative
barang sobek kasih barang rijek kacau seller,Negative
sori bahan jelekmalu kado orgmana dudukan pke sterofoam,Negative
barang tidak ok,Negative
mengecewakan hipseat baby carrier tidak disambung tidak safety lock hipseat baby carrier hood pelindung kepala bayi tidak tersedia semoga kedepannya deskrepsikan produk konsumen mengerti paham produck jual,Negative
ganti mengunakan sirclo packing susu hancur semuapayah kotak rusak,Negative
beli barang dikirim order chat direspon packaging terkesan,Negative
beli susu kemasannya kaya ginibener kecewa mah dtgnya pas open box hancur gini,Negative
gausah beli ringlight dikirim barang rusak ringlightnya mati packingan tipis tripodnya bengkok pengembalian dana ribet tripodnya ringlightnya gabisa dipake sm kembaliin ringlight persulitnyesel beli buang duit buang,Negative
barang dikirim tidak lengkap tidak phone holdernya hp dipasang chat respon lambat sengaja dimepetin durasi selesai otomatis,Negative
barang dilipat catatan barang digulung jangan dilipat,Negative
teman beli drone drone pakai dipakai terbangnya miring pas take jungkir balingbaling kadang mati kadang hidup chat penjual diread direspon bintang mah tidak kasi bintang toko niat jualan,Negative
motor sebelah kanan cepat panas tidak berpungsimotor kiri,Negative
drone sulit dikendalikan take miring wlpun kalibrasi sesuai kertas petunjuk menu app android bhs inggris pesan errornya bahasa mandarin baca,Negative
kecewa belanja response lambatorder instant courier kirim besok sore aduuuuh official store pelayanan kayak gini recomended deh,Negative
cocok pakai samsung ultra hp berat gimbalnya miring,Negative
kecewa banget tripot tidak ring terang tripotnya patah,Negative
judul deskripsi misleading bikin org salah paham terlanjur nyampe tidak sesuai pesanan right terang hati beli,Negative
dikirim bareng packing rapih bocel sm kaki tripod karetnya hilang balikim barangnya kasih bubble wrap balikin seller kirim bareng barunya pakai bubble wrap alhasil lecet penyok dibilang dr seller ktnya xtra bubble wrap balikinnya gausa make bubble wrap,Negative
barang dikirim pakai ekspedisi kota tidak dibungkus plastik background basah tidak dipakai,Negative
hasil potongan produk tidak rapih kancing pengait tidak pas latar background kekecilan batok charger lampu cepat panas mengakibatkan lampunya kelapkelip pemakaian menit,Negative
barang dikirim kotor bekas double tape terbuka rambut deskripsi bukan bekas,Negative
case kardusnya deh robek box bekas karat strip led,Negative
jujur kecewa pengiriman terlambat lampu led kualitasnya buruk pakai menit langsung mati tidak terpakai akrilik hitam dijanjikan tidak harga rupa negative negative deal afterall,Negative
barang terima bocor kosongbarang tidak sesuai deskripsi,Negative
silica gel lembab packing rapat rapih packing rapat,Negative
packing silica gel dibungkus plastik plastiknya hekter udara masuk mestinya seal kedap udar,Negative
barang oke seller packingnya kemasannya bocor silica gelnya gunanya silica gelnya terkena udara tida direkomendasikan beli,Negative
product ok sayang sachet sobek beraktakan gel,Negative
beli kecewa gagaldepan samasayangnya disuruh nunggu tidak gitu komplain,Negative
aduk kakenapa pengiriman barang jelekbarang keriput kusut rusak tolong depannya perbaiki,Negative
barang tidak lengkap coba kirim video unboxing masuksudah nomer wa email kirim videonya tidak direspondan balas email tokopedia tidak balas barang tidak pakai tidak lengkappadahal gambar tertera free,Negative
barangnya ringkih gampang patah pengunci tidak paten bahan bagus sesuai harganya kliatan kaya diskon harga normal kualitas segitu g bintang,Negative
kali berlaku prinsip harga sesuai kualitas cek feeling enak bantal kaki lepas tiang penyangga lepas penghubung tiang tidak dicantolin coba biaa pakai harapan tidak mur penopang hape lepas proses pasang hape totally pakai yahhh anggap hitung amal deh pengalaman tokonya comment komunikasi,Negative
baterainya rusak pantes pas charge penuh penuh pas dicoba gabisa fisik baterainya kembung,Negative
bagus kualitas kemarin beli ditoko sebelah harga kualitas lumayan boros bikin kamera heat,Negative
pengiriman didalam jabodetabek barang cacat kayak selesai finishing alhasil motong berlebih amplas perekat sulit dikelupas mohon kedepannya barang dikirim dicek udh barang cacat,Negative
produk sesuai deskripsi penjual harga terjangkau pengiriman cepat kualitas produknya berbeda originalbawaan tingkat presisi finishing keras diputar atur bautnya panjangpadahal original kamera sajasehingga pemberat helm,Negative
barang rusak pesen tanggal tanggal pakai wedingan pas cas drop gabisa isi daya hadehh kepake tok,Negative
tidak rincian penggunaan tidak keterangan alat pendukung hp kamera tidak mengerti pakai hp gmn tinggiin tripod gimn,Negative
kamera beli dipakai layarnya rusak harga mahal barangnya tidak bagus mutunya,Negative
packing aman handle patahemang bahan plastiknya ringkih maklum pengiriman lumayan cepat,Negative
brangnya ringkih dateng uda pecah part kemasan uda oke time cek kirim,Negative
barang dikirim tidak sesuai pesanan salah warna harap teliti merespon komplain tanggap,Negative
produk bagus seller tidak teliti mbaca pesanan salah ukurannya susah,Negative
maaf banget namanya review jujur yaagak kecewa warnanya pesannya mustard dateng orange kupikir salah kirim penjualnya mustard kayak gitu warnanya salah kirim nuntut,Negative
bahannya jelek yah sesuai harganya lipatannya kentara tidak dipakai,Negative
prod dikirim dilipattdk digulung background fotojadinya bekas lipatan permananen,Negative
cepat nyampe pakai kiriman sehari mic dpake chat penjualnya bilang bonusan emang bonusan dkasi rusak,Negative
kondisi mati lampu hijaunya hidup sampaisampai batrainya berkurang tampa pakai,Negative
produk terima kondisi motor sabliziernya al hasil video mulus unstableized,Negative
barang cepat packaging rapi amancuma sayang bbrp fitur tombol trigger ai lock toko mesti hub garansinya toko bantu mohon maaf kasih bintangnya puas trimakasih,Negative
review produk hasil suara kualitas youtube lumayan bagus berbeda beli barang noise terdengar pakai deadcat indoor compatible splitter jack,Negative
kabel jack tidak bagus colok mic tidak terbaca coba colok speaker teken biar nyala suara mic bagus pakai jack,Negative
barang tidak sesuai diiklannkan sdh tukar payahnya tidak peka tidak copartble merk,Negative
suaranya gk bersih noise hasilnya bagus ngerekam pakai headset iphone drpd pakai,Negative
tidak native aplikasi tidak deskripsi windshield rusak arrival,Negative
tulis motif iron cement save penjual motif langsung kirim motif acak,Negative
bbrp kali beli app ijo oren puas barangnya pembelian kecewa beli oyster cement asumsi warnanya abu muda dove grey cement mulus teksturnya katalog cari referensi foto ulasan menemukan foto realnya order pas hasilnya kuning bayangan bandingkan dove grey cement pembelian tnyata beda banget photo attached kali seller foto produknya disetting lightingwhite balancenya akurat netral warnanya produk seller komunikatif sblmnya foto produknya zoom tidak customer tolong note oyster cement plus point packing rapi pengiriman cepat,Negative
barang kondisinya sobek,Negative
penyok dikit sebelah kiri usb berfungsi mesti ganti usb,Negative
barang kabel dikasih rusak pakai kabel biar lampu nyala qc tingkatkan,Negative
barang berfungsi norma kecuali kabel usb rusak pakai kabel usb hp komplen toko maaf tidak menawarkan diganti tolong cek dikirim terima kasih,Negative
barang sdh packing rapih led tidak nyala bareng travelling pas coba led tidak nyala hubungi tokonya tidak bertanggung status order selesai selayaknya bareng test dikirim pembeli berfungsi,Negative
miniboxnya ok lampu led berfungsi menyala kabel usbnya bengkok masuk kepala charger tidak berfungsi pakai kabel charger hp komplain maksud tinggal kirim kabelnya bukti unboxing youtuber video unboxing belanja online informasi kemasan ekspedi tidak rusak didalemnya bengkok,Negative
pengiriman cepattp teliti dikirimmacro lensnya tidak adasaya fish eye wide angle macro lens maumohon dicek seblm dikirimagak kecewa,Negative
respon cepat sayang lensa macro baret dimaklumi murah berharap kualitas barang,Negative
barang salah lensanya tergores ditengahnya,Negative
qc oh qc lensa dalamnya pecah katnya cek qc picking nambah buble wrap perbaiki pelayanan,Negative
toko terbodoh packing hancur tidak packing barang rusak pesanan tidak sesuai tujuan membeli toko bodoh membeli usb mini fan order barang ready toko ready hasilnya paket rumah selipin uang refund usb mini fan klk barang kosong cancel tolol harap customer berpikir berkali kali belanja toko tolol kecewa membeli terimakasih,Negative
semoga ditingkatkan qcnya packing bubblewrap tidak patah pengiriman sayang tidak video unboxing beli aman jepit packing posisinya tidak pas ujungnya gompal,Negative
packingnya banget ujungnya lecet lengkap sesuai order,Negative
murah sesuai harga barangnya kerass banget butuh tangan ringan berat harga murah gausah ekspektasi,Negative
keras tangan sakittt dijual paket bagus dijual lepasnya beda banget nyesel beli,Negative
dtrima barusan cacat goresan mulus kesan bekas ketara sudahlh terima kasih,Negative
bagus kamera mirrorless goyang goyang,Negative
unboxing barang seminggu dr kota kecewa banget beli barang ditoko tripod cover plastik anti air pas diunboxing dikirim tripod cover plastiknya tidak emang harga murah sebrapa kualitas toko diutamakan teliti sengaja dikirim costumer dirugikan waspada belanja online power negativege ngejamin trust seller,Negative
kecewa barang tidak lengkap tidak holder mohon dipetiksa sbelumkirim anak menangis marah,Negative
barang kualitas jelek kaki patah pecah ditekuk pecah copot pakai udh tidak buang,Negative
ukuran mur kepala gorillanya sesuai ukuran mur holder handpone kamera mengecewakan tidak tolong ksh solusi,Negative
dirumah cek gorilla pod pecah menjadikan kakinya gampang copot,Negative
juragan gorrilapod cocok sm kamera bawaannya masuk sesuai gorillapod diskusi fuji xa agan kebesaran muat lubangnya lubang tongsis hp dipasang barangnya bagus sesuai,Negative
barang hilangtidak tujuan resi nyangkut agen kurir kontak cs cs rekannya tidak kejelasan sayang untung barang murah tidak rugi,Negative
gampang lepas ngegrip new fujifilm xt,Negative
lehernya patah seller ganti rugi gatau cek tidak kirim,Negative
barangnya tidak berfungsi kakinya kunciyg oke,Negative
barang rusak pemakaian jarang,Negative
kaki tripod rusak tidak terkunci angkat lsg turun,Negative
